"","SMILES","DB","ID","scaffold","scaffold_id","NA","NA"
"4463","O=C[C@@]12[C@@](O)([C@@H]3O[C@@H]3CC1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@H](C(=O)C=C12)C1=COC(=O)C=C1","EANPD","MELIA_00106","O1C2CCC3C4CCC5C(=CCC5)C4CCC3C12","O1C=CC=CC1","O1C=C(C=CC1)C2CC=C3C2CCC4C3CCC5C6OC6CCC54",202
"4464","O=C[C@@]12[C@@](O)(C[C@@H](O)CC1)CC[C@H]1[C@]3(O)[C@@](C)([C@@H](C4=COC(=O)C=C4)CC3)CC[C@H]21","EANPD","MELIA_00104","O1C=CC=CC1","C1CCC2C(C1)CCC3C4CCCC4CCC23","O1C=C(C=CC1)C2CCC3C2CCC4C5CCCCC5CCC34",190
"4465","O=C[C@@]12[C@@H]([C@@H](C)[C@H](C)CC1)C=1[C@](C)([C@@]3(C)[C@@H]([C@]4(C)[C@H](C(C)(C)[C@@H](O)CC4)CC3)CC=1)CC2","NANPDB","3020","C1=C2C3CCCCC3CCC2C4CCC5CCCCC5C4C1","C1=C2C3CCCCC3CCC2C4CCC5CCCCC5C4C1",NA,182
"4466","O=C[C@@]12[C@@H]3[C@H]([C@]4(O)[C@@](C)([C@@H](C5=CC(=O)OC5)CC4)CC3)CC[C@H]1C[C@H]1O[C@H]3[C@](O)([C@@H](O)C[C@@H](C)O3)O[C@@H]1C2","NANPDB","486","O1CC=CC1","O1CCCC2OC3CC4C(CCC5C6CCCC6CCC54)CC3OC12","O1CC=C(C1)C2CCC3C2CCC4C3CCC5CC6OC7OCCCC7OC6CC54",157
"4467","O=C[C@@]12[C@@H]3[C@H]([C@]4(O)[C@@](C)([C@@H](C5=CC(=O)OC5)CC4)CC3)CC[C@H]1C[C@H]1O[C@H]3[C@](O)([C@H](O)C[C@@H](CO)O3)O[C@@H]1C2","NANPDB","506","O1CC=CC1","O1CCCC2OC3CC4C(CCC5C6CCCC6CCC54)CC3OC12","O1CC=C(C1)C2CCC3C2CCC4C3CCC5CC6OC7OCCCC7OC6CC54",157
"4468","O=C[C@@]12[C@@H]3[C@H]([C@]4(O)[C@@](C)([C@@H](C5=CC(=O)OC5)CC4)CC3)CC=C1C[C@H]1O[C@H]3[C@](O)([C@@H](O)C[C@@H](C)O3)O[C@@H]1C2","NANPDB","487","O1CC=CC1","O1CCCC2OC3CC4C(=CCC5C4CCC6CCCC65)CC3OC12","O1CC=C(C1)C2CCC3C4CC=C5CC6OC7OCCCC7OC6CC5C4CCC23",157
"4469","O=C[C@@]12[C@@H]3[C@H]([C@]4(O)[C@@](C)([C@@H](C5=CC(=O)OC5)CC4)CC3)CC=C1CC(O)[C@H](O)C2","NANPDB","482","C1=C2CCCCC2C3CCC4CCCC4C3C1","O1CC=CC1","O1CC=C(C1)C2CCC3C2CCC4C5C(=CCC43)CCCC5",319
"4470","O=C[C@@]12[C@@H]3[C@H]([C@]4(O)[C@@](C)([C@H]([C@H](O)C4)C4=CC(=O)OC4)CC3)CC[C@H]1C[C@H]1O[C@H]3[C@](O)([C@H](O)C[C@@H](C)O3)O[C@@H]1C2","NANPDB","508","O1CC=CC1","O1CCCC2OC3CC4C(CCC5C6CCCC6CCC54)CC3OC12","O1CC=C(C1)C2CCC3C2CCC4C3CCC5CC6OC7OCCCC7OC6CC54",157
"4471","O=C[C@@]12[C@@H]3[C@H]([C@]4(O)[C@@](C)([C@H]([C@H](O)C4)C4=CC(=O)OC4)CC3)CC=C1C[C@H]1O[C@H]3[C@](O)([C@@H](O)C[C@@H](C)O3)O[C@@H]1C2","NANPDB","483","O1CC=CC1","O1CCCC2OC3CC4C(=CCC5C4CCC6CCCC65)CC3OC12","O1CC=C(C1)C2CCC3C4CC=C5CC6OC7OCCCC7OC6CC5C4CCC23",157
"4472","O=C[C@@]12[C@@H]3[C@H]([C@@]4(O)[C@H](O)C[C@@H]([C@@]4(C)CC3)C3=CC(=O)OC3)CC[C@H]1C[C@H]1O[C@H]3[C@](O)([C@@H](O)C[C@@H](C)O3)O[C@@H]1C2","NANPDB","490","O1CC=CC1","O1CCCC2OC3CC4C(CCC5C6CCCC6CCC54)CC3OC12","O1CC=C(C1)C2CCC3C2CCC4C3CCC5CC6OC7OCCCC7OC6CC54",157
"4473","O=C[C@@]12[C@@H]3[C@H]([C@@]4(O)[C@H](O)C[C@@H]([C@@]4(C)CC3)C3=CC(=O)OC3)CC=C1C[C@H]1O[C@H]3[C@](O)([C@@H](O)C[C@@H](C)O3)O[C@@H]1C2","NANPDB","479","O1CC=CC1","O1CCCC2OC3CC4C(=CCC5C4CCC6CCCC65)CC3OC12","O1CC=C(C1)C2CCC3C4CC=C5CC6OC7OCCCC7OC6CC5C4CCC23",157
"4474","O=C[C@@]12[C@@H]3C([C@]4(O)[C@@](C)([C@@H](C5=CC(=O)OC5)CC4)CC3)=CC[C@H]1C[C@@H](O)[C@H](O)C2","NANPDB","500","C1=C2C3CCCC3CCC2C4CCCCC4C1","O1CC=CC1","O1CC=C(C1)C2CCC3C4=CCC5CCCCC5C4CCC23",149
"4475","O=C[C@@]12[C@@H]3C([C@]4(O)[C@@](C)([C@@H](C5=CC(=O)OC5)CC4)CC3)=CC[C@H]1C[C@H]1O[C@H]3[C@](O)([C@@H](O)C[C@@H](C)O3)O[C@@H]1C2","NANPDB","496","O1CC=CC1","O1CCCC2OC3CC4C5C(=CCC4CC3OC12)C6CCCC6CC5","O1CC=C(C1)C2CCC3C4=CCC5CC6OC7OCCCC7OC6CC5C4CCC23",157
"4476","O=C[C@@]12[C@@H]3C([C@]45[C@@](C)([C@](C6=CC(=O)OC6)(O4)CC5)CC3)CC=C1C[C@H]1O[C@H]3[C@](O)([C@@H](O)C[C@@H](C)O3)O[C@@H]1C2","NANPDB","489","O1CCCC2OC3CC4C(=CCC5C4CCC6C7OC65CC7)CC3OC12","O1CC=CC1","O1CC=C(C1)C23OC4(CC2)C5CC=C6CC7OC8OCCCC8OC7CC6C5CCC34",553
"4477","O=C[C@@]12[C@@H]3C([C@@]4(O)[C@@](C)([C@@H](C5=CC(=O)OC5)CC4)CC3)CC[C@H]1C[C@H]1O[C@H]3[C@](O)([C@@H](O)C[C@@H](C)O3)O[C@@H]1C2","NANPDB","492","O1CC=CC1","O1CCCC2OC3CC4C(CCC5C6CCCC6CCC54)CC3OC12","O1CC=C(C1)C2CCC3C2CCC4C3CCC5CC6OC7OCCCC7OC6CC54",157
"4478","O=C[C@@]12[C@H]([C@H](C(=C)C)CC1)[C@@H]1[C@](C)([C@@]3(C)[C@@H]([C@]4(C)[C@H](C(C)(C)[C@@H](O)CC4)CC3)CC1)CC2","NANPDB","751","C1CCC2C(C1)CCC3C2CCC4C5CCCC5CCC43","C1CCC2C(C1)CCC3C2CCC4C5CCCC5CCC43",NA,323
"4479","O=C[C@@]12[C@H](C[C@H]3O[C@H]4[C@](O)([C@@H](O)C[C@@H](C)O4)O[C@@H]3C1)CCC1[C@@]3(O)[C@H](O)C[C@@H]([C@@]3(C)CCC21)C1=CC(=O)OC1","NANPDB","552","O1CC=CC1","O1CCCC2OC3CC4C(CCC5C6CCCC6CCC54)CC3OC12","O1CC=C(C1)C2CCC3C2CCC4C3CCC5CC6OC7OCCCC7OC6CC54",157
"4480","O=C[C@@]12[C@H](C[C@H]3O[C@H]4[C@](O)([C@H](O)C[C@@H](C)O4)O[C@@H]3C1)CCC1[C@]3(O)[C@@](C)([C@@H](C4=CC(=O)OC4)CC3)CCC21","NANPDB","513","O1CC=CC1","O1CCCC2OC3CC4C(CCC5C6CCCC6CCC54)CC3OC12","O1CC=C(C1)C2CCC3C2CCC4C3CCC5CC6OC7OCCCC7OC6CC54",157
"4481","O=C[C@@H](O)[C@H](O)[C@H](O)COc1cc(O)c2C(=C)C=C(c3cc(OC)c(O)cc3)Cc2c1","NANPDB","1439","c1ccccc1","c1ccc2c(c1)CC=CC2","c1ccc(cc1)C2=CCc3ccccc3C2",3
"4482","O=C[C@@H]1[C@@H]2C(=O)C=C(C)[C@@H]2[C@H]2OC(=O)[C@@H](C)[C@@H]2CC1","NANPDB","1729","O1CCC2CCCC3CC=CC3C12","O1CCC2CCCC3CC=CC3C12",NA,288
"4483","O=C[C@@H]1C(C=O)=CC[C@H]2C(C)(C)CCC[C@]12C","EANPD","CANE_00200","C1=CCC2CCCCC2C1","C1=CCC2CCCCC2C1",NA,308
"4484","O=C[C@@H]1C2[C@](C)([C@H](O)CC1)C[C@H](O)[C@H]1[C@H](C)C(=O)O[C@H]21","NANPDB","5268","O1CCC2CCC3CCCCC3C12","O1CCC2CCC3CCCCC3C12",NA,435
"4485","O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO","NANPDB","3521","0",NA,NA,8
"4486","O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO","NANPDB","3520","0",NA,NA,8
"4487","O=C[C@H]1[C@@]2(O)[C@@](C)([C@@H]3[C@@H]1[C@H]1[C@@](C)([C@H]4[C@H](C)[C@@]5(O[C@H]4C1)OC[C@H](C)CC5)CC3)CC[C@H](O)C2","NANPDB","6837","O1CCCCC12OC3CC4C(CCC5C6CCCCC6CC54)C3C2","O1CCCCC12OC3CC4C(CCC5C6CCCCC6CC54)C3C2",NA,554
"4488","O=C[C@H]1[C@@H]2C(=O)C=C(C)[C@@H]2[C@H]2OC(=O)[C@@H](C)[C@@H]2CC1","NANPDB","1728","O1CCC2CCCC3CC=CC3C12","O1CCC2CCCC3CC=CC3C12",NA,288
"4489","O=C[C@H]1[C@H]([C@@H](CCC=C(C)C)C)CCC(C)=CCC=C1C=O","NANPDB","2187","C1=CCCCCC=CC1","C1=CCCCCC=CC1",NA,533
"4490","O=C[C@H]1[C@H]2[C@](C)([C@H](O)CC1)CC[C@H]1C(=C)C(=O)O[C@H]21","NANPDB","5539","O1CCC2CCC3CCCCC3C12","O1CCC2CCC3CCCCC3C12",NA,435
"4491","O=C[C@H]1[C@H]2[C@](C)([C@H](O)CC1)CCC1C(=C)C(=O)O[C@H]21","NANPDB","6333","O1CCC2CCC3CCCCC3C12","O1CCC2CCC3CCCCC3C12",NA,435
"4492","O=C[C@H]1[C@H]2[C@](C)([C@H](O)CC1)CCC1C(C)C(=O)O[C@H]21","NANPDB","6334","O1CCC2CCC3CCCCC3C12","O1CCC2CCC3CCCCC3C12",NA,435
"4493","O=C[C@H]1[C@H]2[C@@](C)(C[C@H](O)[C@H]3[C@H](C)C(=O)O[C@H]23)CCC1","NANPDB","5585","O1CCC2CCC3CCCCC3C12","O1CCC2CCC3CCCCC3C12",NA,435
"4494","O=C[C@H]1C(C=O)=CC[C@H]2C(=C)[C@@H](C)CC[C@]12C","EANPD","CANE_00028","C1=CCC2CCCCC2C1","C1=CCC2CCCCC2C1",NA,308
"4495","O=C[C@H]1C(C=O)=CC[C@H]2C(C)(C)CCC[C@]12C","EANPD","CANE_00015","C1=CCC2CCCCC2C1","C1=CCC2CCCCC2C1",NA,308
"4496","O=C[C@H]1C2[C@@](C)(C[C@H](O)[C@H]3[C@H](C)C(=O)O[C@H]23)CCC1","NANPDB","5269","O1CCC2CCC3CCCCC3C12","O1CCC2CCC3CCCCC3C12",NA,435
"4497","O=C/1/C(/C)=C\CC/C(/C)=C\CC(C)(C)/C=C\1","NANPDB","1763","C1=CCCC=CCCC=CC1","C1=CCCC=CCCC=CC1",NA,106
"4498","O=C/1c2c(O)cc(O)cc2CC(=O)O[C@@H](C)CCC/C=C\1","NANPDB","4100","O1CCc2ccccc2CC=CCCCC1","O1CCc2ccccc2CC=CCCCC1",NA,555
"4499","O=C/1N(C)C(=N)N(C)\C\1=C\c1c2c([nH]c1)cccc2","NANPDB","2148","N1CNCC1","c1ccc2[nH]ccc2c1","c1ccc2c(c[nH]c2c1)C=C3NCNC3",26
"4500","O=C/1O[C@@H]2[C@H](O)\C\1=C\C[C@@H](C(=C)C)CC(=O)C[C@H]1C(=O)C[C@](C)(O1)C2","NANPDB","118","O1CC2=CCCCCCC3OC(CC3)CC1C2","O1CC2=CCCCCCC3OC(CC3)CC1C2",NA,556
"4501","O=C/1O[C@H]2[C@@H](O)\C\1=C\C[C@H](C(=C)C)CC(=O)C[C@H]1C(=O)C[C@@](C)(O1)C2","NANPDB","120","O1CC2=CCCCCCC3OC(CC3)CC1C2","O1CC2=CCCCCCC3OC(CC3)CC1C2",NA,556
"4502","O=C/C(=C/C(C(O)(C)C)C=C)/C","NANPDB","1916","0",NA,NA,8
"4503","O=C/C(=C/CC/C(=C/CC1C(=C)C(=O)OC1)/C)/C","EANPD","COMP_00134","O1CCCC1","O1CCCC1",NA,41
"4504","O=C/C(=C/CC/C=C/[C@@H](O)[C@@H]1C(=C)C(=O)OC1)/C","NANPDB","1615","O1CCCC1","O1CCCC1",NA,41
"4505","O=C/C(=C\C=C\C(O)(C)C)/[C@@H]1[C@@H]2[C@@]3(C(=O)OC2)[C@](C)([C@H](O)CC3)CC1","NANPDB","4754","O1CC2CCCC3CCCC23C1","O1CC2CCCC3CCCC23C1",NA,557
"4506","O=C/C(=C\C=C\C(O)(C)C)/[C@@H]1C=C(C=O)CC[C@@H]2[C@@](C)(O2)CC1","NANPDB","4753","O1C2CCC=CCCCC12","O1C2CCC=CCCCC12",NA,558
"4507","O=C/C/1=C/CC/C(/CO)=C/[C@H]2OC(=O)[C@@H](C)[C@@H]2[C@@H](O)C\1","NANPDB","6763","O1CCC2CCC=CCCC=CC12","O1CCC2CCC=CCCC=CC12",NA,451
"4508","O=C/C/1=C/CC/C(/CO)=C/[C@H]2OC(=O)[C@H](C)[C@@H]2[C@@H](O)C\1","NANPDB","6766","O1CCC2CCC=CCCC=CC12","O1CCC2CCC=CCCC=CC12",NA,451
"4509","O=C/C/1=C/CC/C(/CO)=C/[C@H]2OC(=O)C(=C)[C@@H]2[C@@H](O)C\1","NANPDB","6758","O1CCC2CCC=CCCC=CC12","O1CCC2CCC=CCCC=CC12",NA,451
"4510","O=C/C/1=C/CC/C(/CO)=C\[C@H]2OC(=O)[C@@H](C)[C@@H]2[C@@H](O)C\1","NANPDB","6305","O1CCC2CCC=CCCC=CC12","O1CCC2CCC=CCCC=CC12",NA,451
"4511","O=C/C/1=C/CC/C(/CO[C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O2)=C/[C@H]2OC(=O)C(=C)[C@@H]2[C@@H](O)C\1","NANPDB","6760","O1CCCCC1","O1CCC2CCC=CCCC=CC12","O(CC1=CC2OCCC2CCC=CCC1)C3OCCCC3",148
"4512","O=C/C/1=C/CC/C(/COC2C(O)C(O)C(O)C(CO)O2)=C/[C@H]2OC(=O)[C@@H](C)[C@@H]2[C@@H](O)C\1","NANPDB","6306","O1CCCCC1","O1CCC2CCC=CCCC=CC12","O(CC1=CC2OCCC2CCC=CCC1)C3OCCCC3",148
"4513","O=C/C/1=C/CC/C(/COC2C(O)C(O)C(O)C(CO)O2)=C/[C@H]2OC(=O)C(=C)[C@@H]2[C@@H](O)C\1","NANPDB","6307","O1CCCCC1","O1CCC2CCC=CCCC=CC12","O(CC1=CC2OCCC2CCC=CCC1)C3OCCCC3",148
"4514","O=C/C/1=C\C[C@H](O)/C(/C)=C/[C@H]2OC(=O)[C@@H](C)[C@@H]2CC\1","NANPDB","5955","O1CCC2CCC=CCCC=CC12","O1CCC2CCC=CCCC=CC12",NA,451
"4515","O=C/C=C(/C=C/C=C(\C=C\C=1C(C)(C)CCCC=1C)/C)\C","EANPD","BURS_00184","C1=CCCCC1","C1=CCCCC1",NA,1
"4516","O=C/C=C(/C=C/C=C(C)C)\C","EANPD","COMP_00124","0",NA,NA,8
"4517","O=C/C=C(\C=C\C=C(C)C)/C","EANPD","COMP_00125","0",NA,NA,8
"4518","O=C/C=C/C","NANPDB","1985","0",NA,NA,8
"4519","O=C/C=C/C=C/CCCC","EANPD","BURS_00042","0",NA,NA,8
"4520","O=C/C=C/c1cc(O)c2OC([C@H](CO)c2c1)c1cc(OC)c(OC)cc1","NANPDB","1475","c1ccccc1","O1c2ccccc2CC1","O1c2ccccc2CC1c3ccccc3",3
"4521","O=C/C=C/c1cc(OC)c([C@](O)(C(O)c2cc(OC)c(O)cc2)CO)cc1","NANPDB","1485","c1ccccc1","c1ccccc1","c1ccc(cc1)CCc2ccccc2",3
"4522","O=C/C=C/c1cc(OC)c(O)c(CC2C(C)(C)O2)c1","EANPD","RUTA_00047","O1CC1","c1ccccc1","O1CC1Cc2ccccc2",30
"4523","O=C/C=C/c1cc(OC)c(O)cc1","NANPDB","1499","c1ccccc1","c1ccccc1",NA,3
"4525","O=C/C=C/c1cc(OC)c(O)cc1","EANPD","COMP_00029","c1ccccc1","c1ccccc1",NA,3
"4527","O=C/C=C/c1cc(OC)c(OC)cc1","EANPD","EUPH_00193","c1ccccc1","c1ccccc1",NA,3
"4528","O=C/C=C/c1cc(OC)c2O[C@@H]([C@@H](CO)c2c1)c1cc(OC)c(O)cc1","NANPDB","1478","c1ccccc1","O1c2ccccc2CC1","O1c2ccccc2CC1c3ccccc3",3
"4529","O=C/C=C/c1ccccc1","NANPDB","5231","c1ccccc1","c1ccccc1",NA,3
"4530","O=C/C=C/Cc1cc2[nH]ccc2cc1","EANPD","ANNO_00038","c1ccc2[nH]ccc2c1","c1ccc2[nH]ccc2c1",NA,31
"4531","O=C/C=C/CCCC","EANPD","BOVI_00002","0",NA,NA,8
"4532","O=C/C=C/CCCCCC","EANPD","BOVI_00032","0",NA,NA,8
"4533","O=C/C=C/CCCCCCCC","EANPD","BOVI_00006","0",NA,NA,8
"4534","O=C/C=C\CCCCCC","EANPD","BURS_00070","0",NA,NA,8
"4535","O=C\1c2c(C)coc2C/C(/C)=C/CC/C(/C)=C/1","EANPD","BURS_00145","o1ccc2c1CC=CCCC=CC2","o1ccc2c1CC=CCCC=CC2",NA,199
"4536","O=C\1c2c(O)cc(O)cc2CC(=O)O[C@@H](C)CCC/C=C/1","NANPDB","4101","O1CCc2ccccc2CC=CCCCC1","O1CCc2ccccc2CC=CCCCC1",NA,555
"4537","O=C1[C@](O)(CCC=2C(=O)O[C@H]3[C@]4(C)C(=O)C=C[C@@]4(O)[C@@H](C)CCC=23)[C@H]2[C@H]([C@]3(C)C(=O)C=C[C@@]3(O)[C@@H](C)CC2)O1","NANPDB","5641","O1CC=C2CCCC3C=CCC3C12","O1CC=C2CCCC3C=CCC3C12","O1CC(=C2CCCC3C=CCC3C12)CCC4COC5C6CC=CC6CCCC54",559
"4538","O=C1[C@](O)(CO)[C@H]2[C@H]([C@]3(C)C(=O)C=C[C@@]3(O)[C@@H](C)CC2)O1","NANPDB","5639","O1CCC2CCCC3C=CCC3C12","O1CCC2CCCC3C=CCC3C12",NA,457
"4539","O=C1[C@](O)(CO)[C@H]2[C@H](O1)[C@H]1C(=C)[C@@H](O)C[C@H]1C(=C)CC2","NANPDB","5175","O1CCC2CCCC3CCCC3C12","O1CCC2CCCC3CCCC3C12",NA,130
"4540","O=C1[C@](O)(CO)[C@H]2[C@H](O1)[C@H]1C(=C)[C@H](O)C[C@H]1C(=C)CC2","NANPDB","5176","O1CCC2CCCC3CCCC3C12","O1CCC2CCCC3CCCC3C12",NA,130
"4541","O=C1[C@]2(C)[C@@](C)(CC[C@H](C(C)C)C2)CCC1","NANPDB","5434","C1CCC2CCCCC2C1","C1CCC2CCCCC2C1",NA,4
"4542","O=C1[C@]2(C)[C@@](O)(C(=C)C)O[C@@H]3[C@@H]2[C@H](O1)C=C(C)C=1O[C@@](C)(C(=O)C=1)C3","NANPDB","6354","O1C=2C=CC3OCC4COC(CC1CC2)C34","O1C=2C=CC3OCC4COC(CC1CC2)C34",NA,560
"4543","O=C1[C@]2(C)[C@@H]([C@@]34[C@@H](OC(C)(C)C3=C1O)CC(=O)OC4)CC[C@@]1(C)[C@@H](c3cocc3)OC(=O)[C@H]3O[C@@]213","EANPD","RUTA_00065","O1CC2OC23C(C1)CCC4C3CC=C5COC6CCOCC564","o1cccc1","o1ccc(c1)C2OCC3OC34C2CCC5C4CC=C6COC7CCOCC675",561
"4544","O=C1[C@]2(C)[C@@H]([C@@H](O)CC(C)=C1)[C@](O)(C(C)C)CC2","NANPDB","4280","C1=CCC2CCCC2CC1","C1=CCC2CCCC2CC1",NA,61
"4545","O=C1[C@]2(C)[C@@H]([C@H](C(C)C)C1)CC=C(C)[C@H]1C(=C(C)C(=O)C1)C2","NANPDB","52","C1=CC2C(=CCC2)CC3CCCC3C1","C1=CC2C(=CCC2)CC3CCCC3C1",NA,426
"4546","O=C1[C@]2(C)[C@H](C)C[C@@](C)(O2)CC(=O)O[C@H]2[C@@H]3N(CC=C3CO1)CC2","EANPD","COMP_00074","O1CC2=CCN3CCC(OCCC4OC(C1)CC4)C23","O1CC2=CCN3CCC(OCCC4OC(C1)CC4)C23",NA,562
"4547","O=C1[C@]2(C)[C@H]3[C@](C)([C@H](O)[C@H](O)C2)C=2C([C@@H](O)[C@H]3O1)=C(C(C)C)OC(=O)C=2","NANPDB","3347","O1C=C2C(=CC1)C3CCCC4COC(C2)C34","O1C=C2C(=CC1)C3CCCC4COC(C2)C34",NA,563
"4548","O=C1[C@]2(C)[C@H]3[C@@](C)([C@@](O)(CCc4cocc4)[C@H](C)C[C@H]3O1)CCC2","NANPDB","2850","o1cccc1","O1CC2CCCC3CCCC1C23","o1ccc(c1)CCC2CCC3OCC4CCCC2C34",73
"4549","O=C1[C@]2(C)[C@H]3[C@@](C)(C=4[C@]5([C@@H](C(C)C)OC(=O)C=4)O[C@@H]5[C@H]3O1)CC=C2","NANPDB","3355","O1CC=C2C3CC=CC4COC(C5OC25C1)C43","O1CC=C2C3CC=CC4COC(C5OC25C1)C43",NA,564
"4550","O=C1[C@]2(C)[C@H]3[C@@](C)(C=4C([C@@H](C(C)C)OC(=O)C=4)=C[C@H]3O1)CCC2","NANPDB","3354","O1CC=C2C(=CC3OCC4CCCC2C34)C1","O1CC=C2C(=CC3OCC4CCCC2C34)C1",NA,565
"4551","O=C1[C@]2(C)C([C@@H](O)CCC(C)=C1)[C@](O)(C(C)C)CC2","NANPDB","4588","C1=CCC2CCCC2CCC1","C1=CCC2CCCC2CCC1",NA,511
"4552","O=C1[C@]2(CO)[C@](C)(C=3[C@](C)([C@@]4(C)[C@@](C)([C@]5(C)[C@H](C(C)(C)[C@@H](C)CC5)CC4)CC=3)C1)CC(C)(C)CC2","EANPD","MYRS_00058","C1=C2C3CCCCC3CCC2C4CCC5CCCCC5C4C1","C1=C2C3CCCCC3CCC2C4CCC5CCCCC5C4C1",NA,182
"4553","O=C1[C@]2(CO)[C@H]([C@]3(C)[C@](C)([C@@]4(C)[C@@H]([C@]5(C)[C@H](C(C)(C)[C@@H](O)CC5)CC4)CC3)C1)CC(C)(C)CC2","EANPD","MYRS_00076","C1CCC2C(C1)CCC3C2CCC4C5CCCCC5CCC43","C1CCC2C(C1)CCC3C2CCC4C5CCCCC5CCC43",NA,169
"4554","O=C1[C@]2(N(C)CCc3c2cc2OCOc2c3)Cc2c1c1OCOc1cc2","NANPDB","2583","O1c2ccc3c(c2OC1)CC4(NCCc5cc6OCOc6cc54)C3","O1c2ccc3c(c2OC1)CC4(NCCc5cc6OCOc6cc54)C3",NA,344
"4555","O=C1[C@]23[C@H](O)O[C@]4([C@](C)([C@@]5(C)[C@@H]([C@]6(C)[C@H](C(C)(C)[C@@H](O)CC6)CC5)CC4)C1)[C@@H]2CC(C)(C)CC3","EANPD","MYRS_00069","O1CC23CCCCC2C14CCC5C6CCCCC6CCC5C4CC3","O1CC23CCCCC2C14CCC5C6CCCCC6CCC5C4CC3",NA,324
"4556","O=C1[C@]23O[C@]42[C@@](C)([C@@H]([C@@H](/C=C/[C@@H](C(C)C)C)C)CC4)CCC3[C@]2(C)C(C1)CC(=O)CC2","NANPDB","2158","O1C23CCCC3CCC4C5CCCCC5CCC142","O1C23CCCC3CCC4C5CCCCC5CCC142",NA,566
"4557","O=C1[C@@](CO)(C)[C@H]2[C@@](C)([C@@H]3C([C@]4(C)[C@](C)([C@H]([C@H](C[C@@H](O)[C@H](O)C(O)(C)C)C)CC4)CC3)=CC2)CC1","EANPD","MELI_00083","C1=C2C3CCCC3CCC2C4CCCCC4C1","C1=C2C3CCCC3CCC2C4CCCCC4C1",NA,149
"4558","O=C1[C@@](CO)(C)C2[C@](C)(C3[C@]4([C@@H](O)C2)CC(=C)[C@@H](C4)CC3)CC1","NANPDB","2807","C1CCC2C(C1)CCC34CCC(CCC23)C4","C1CCC2C(C1)CCC34CCC(CCC23)C4",NA,90
"4559","O=C1[C@@](O)([C@H](O)C)C[C@@H](C)[C@](O)(C)C(=O)OCC=2[C@H]3N(CC=2)CC[C@H]3O1","NANPDB","6389","O1CC2=CCN3CCC(OCCCCCC1)C23","O1CC2=CCN3CCC(OCCCCCC1)C23",NA,126
"4560","O=C1[C@@](O)([C@H](O)C)C[C@@H](C)[C@](O)(C)C(=O)OCC=2[C@H]3N(CC=2)CC[C@H]3O1","EANPD","LEGU_00458","O1CC2=CCN3CCC(OCCCCCC1)C23","O1CC2=CCN3CCC(OCCCCCC1)C23",NA,126
"4563","O=C1[C@@](O)(C)[C@@H](C)C/C(/C)=C\C(=O)O[C@@H]2C3N(CC2)CC[C@H]3CO1","EANPD","COMP_00077","O1CCCCC=CCOC2CCN3CCC(C1)C32","O1CCCCC=CCOC2CCN3CCC(C1)C32",NA,567
"4564","O=C1[C@@](O)(C)[C@@H]2[C@H]3[C@](O)(C)C(=O)C=C4[C@]5(C)[C@H](C(C)(C)[C@H](O)CC5)CC[C@]34[C@H]1C=1[C@]3(C)[C@H](C(C)(C)[C@@H](O)CC3)CCC2=1","EANPD","LILI_00021","C1=C2C3CCCCC3CCC24C5C6=C(CCC7CCCCC67)C(CC5)C4CC1","C1=C2C3CCCCC3CCC24C5C6=C(CCC7CCCCC67)C(CC5)C4CC1",NA,568
"4565","O=C1[C@@](O)(C)[C@@H]2[C@H]3[C@](O)(C)C(=O)C=C4[C@]5(C)[C@H](C(C)(C)[C@H](O)CC5)CC[C@]34[C@H]1C=1[C@]3(C)[C@H](C(C)(C)C(=O)CC3)CCC2=1","EANPD","LILI_00017","C1=C2C3CCCCC3CCC24C5C6=C(CCC7CCCCC67)C(CC5)C4CC1","C1=C2C3CCCCC3CCC24C5C6=C(CCC7CCCCC67)C(CC5)C4CC1",NA,568
"4566","O=C1[C@@](O)(CCC=2C(=O)O[C@H]3[C@]4(C)C(=O)C=C[C@@]4(O)[C@@H](C)CCC=23)[C@H]2[C@H]([C@]3(C)C(=O)C=C[C@@]3(O)[C@@H](C)CC2)O1","NANPDB","5642","O1CC=C2CCCC3C=CCC3C12","O1CC=C2CCCC3C=CCC3C12","O1CC(=C2CCCC3C=CCC3C12)CCC4COC5C6CC=CC6CCCC54",559
"4567","O=C1[C@@](O)(CO)[C@H]2[C@H]([C@]3(C)C(=O)C=C[C@@]3(O)[C@@H](C)CC2)O1","NANPDB","5640","O1CCC2CCCC3C=CCC3C12","O1CCC2CCCC3C=CCC3C12",NA,457
"4568","O=C1[C@@](O)(CO)C2[C@H]([C@]3(C)C(=O)CC[C@H]3[C@@H](C)CC2)O1","NANPDB","1705","O1CCC2CCCC3CCCC3C12","O1CCC2CCCC3CCCC3C12",NA,130
"4569","O=C1[C@@]2([C@@]3(C)O[C@H]3C[C@]3(C)[C@]4(C)C(=O)O[C@]23CC4)CC(c2cocc2)O1","EANPD","COMP_00008","O1CCC2(C1)C3OC3CC4C5COC42CC5","o1cccc1","o1ccc(c1)C2OCC3(C2)C4OC4CC5C6COC53CC6",569
