"","SMILES","DB","ID","scaffold","scaffold_id","NA","NA"
"832","O([C@H]1C(O)[C@@H](O)[C@H](O)C(CO)O1)c1cc(O)c2C(=O)C(O[C@H]3[C@@H](O)C(O)[C@@H](O)C(C)O3)=C(c3ccc(O)cc3)Oc2c1","NANPDB","1110","O1C=CCc2ccccc12","O1CCCCC1","O1c2cc(OC3OCCCC3)ccc2CC(OC4OCCCC4)=C1c5ccccc5",10
"833","O([C@H]1C(O)[C@@H](O)[C@H](O)C(CO)O1)c1cc(O)c2C(=O)C=C(c3ccc(O)cc3)Oc2c1","NANPDB","6301","O1C=CCc2ccccc12","O1CCCCC1","O1c2cc(OC3OCCCC3)ccc2CC=C1c4ccccc4",10
"837","O([C@H]1C(O)[C@@H](O)[C@H](O)C(CO)O1)c1cc(O)c2C(=O)C=C(c3ccc(O)cc3)Oc2c1","EANPD","MORA_00060","O1C=CCc2ccccc12","O1CCCCC1","O1c2cc(OC3OCCCC3)ccc2CC=C1c4ccccc4",10
"841","O([C@H]1C(O)C(O)[C@@H](O)[C@@H](CO)O1)C1=C(c2cc(O)c(O)cc2)Oc2c(c(O)cc(O)c2)C1=O","NANPDB","3542","O1C=CCc2ccccc12","O1CCCCC1","O1c2ccccc2CC(OC3OCCCC3)=C1c4ccccc4",10
"842","O([C@H]1C(O)C(O)[C@H](O)[C@@H](CO)C1)C1=C(c2ccc(O)cc2)Oc2c(c(O)cc(O)c2)C1=O","NANPDB","1841","C1CCCCC1","O1C=CCc2ccccc12","O1c2ccccc2CC(OC3CCCCC3)=C1c4ccccc4",13
"843","O([C@H]1C(O)C(O)[C@H](O)[C@@H](CO)O1)C1=C(c2cc(O)c(O)c(O)c2)Oc2c(c(O)cc(O)c2)C1=O","NANPDB","1214","O1C=CCc2ccccc12","O1CCCCC1","O1c2ccccc2CC(OC3OCCCC3)=C1c4ccccc4",10
"844","O([C@H]1C(O)C(O)[C@H](O)[C@@H](CO)O1)C1=C(c2cc(O)c(O)cc2)Oc2c(c(O)cc(O)c2)C1=O","EANPD","CANE_00056","O1C=CCc2ccccc12","O1CCCCC1","O1c2ccccc2CC(OC3OCCCC3)=C1c4ccccc4",10
"848","O([C@H]1C(O)C(O)[C@H](O)[C@@H](CO)O1)C1=C(c2cc(O)c(O)cc2)Oc2c(c(O)cc(O)c2)C1=O","NANPDB","1623","O1C=CCc2ccccc12","O1CCCCC1","O1c2ccccc2CC(OC3OCCCC3)=C1c4ccccc4",10
"852","O([C@H]1C(O)C(O)[C@H](O)C(CO)O1)[C@@H]1CC=2[C@@](C)([C@@H]3[C@H]([C@H]4[C@@](C)([C@@H]([C@@H](/C=C/[C@H](C(C)C)CC)C)CC4)CC3)CC=2)CC1","NANPDB","1537","O1CCCCC1","C1=C2CCCCC2C3CCC4CCCC4C3C1","O1CCCCC1OC2CC3=CCC4C(CCC5CCCC54)C3CC2",148
"853","O([C@H]1C(O)C(O)[C@H](O)C(CO)O1)[C@@H]1CC=2[C@@](C)([C@@H]3[C@H]([C@H]4[C@@](C)([C@@H]([C@@H](CC[C@H](C(C)C)CC)C)CC4)CC3)CC=2)CC1","EANPD","COMB_00012","O1CCCCC1","C1=C2CCCCC2C3CCC4CCCC4C3C1","O1CCCCC1OC2CC3=CCC4C(CCC5CCCC54)C3CC2",148
"857","O([C@H]1C(O)C(O)[C@H](O)C(CO)O1)[C@@H]1CC=2[C@@](C)([C@@H]3[C@H]([C@H]4[C@@](C)([C@@H]([C@@H](CC[C@H](C(C)C)CC)C)CC4)CC3)CC=2)CC1","NANPDB","2915","O1CCCCC1","C1=C2CCCCC2C3CCC4CCCC4C3C1","O1CCCCC1OC2CC3=CCC4C(CCC5CCCC54)C3CC2",148
"861","O([C@H]1C(O)C(O)[C@H](O)C(CO)O1)c1ccc(O)cc1","NANPDB","2222","O1CCCCC1","c1ccccc1","O(c1ccccc1)C2OCCCC2",148
"862","O([C@H]1C(O)C(O)[C@H](O)CO1)C1=C(c2cc(O)c(O)c(O)c2)Oc2c(c(O)cc(O)c2)C1=O","EANPD","MYRS_00025","O1C=CCc2ccccc12","O1CCCCC1","O1c2ccccc2CC(OC3OCCCC3)=C1c4ccccc4",10
"863","O([C@H]1C(O)C(O)[C@H](O)CO1)c1c(-c2ccc(O)cc2)[o+]c2c(c(O)cc(O)c2)c1","NANPDB","6838","c1ccccc1","O1CCCCC1","O=1c2ccccc2C=C(OC3OCCCC3)C1c4ccccc4",3
"864","O([C@H]1C(O)C(O)C(O)CO1)[C@@H]1C([C@@H]([C@H](O)CC[C@@H](CO)C)C)[C@]2(C)C(C3C([C@]4(C)C(=CC(=O)CC4)CC3)CC2)C1","NANPDB","4794","O1CCCCC1","C1=C2CCC3C(CCC4CCCC43)C2CCC1","O1CCCCC1OC2CC3CCC4C5C(=CCCC5)CCC4C3C2",148
"865","O([C@H]1C(O[C@H]2C(O)[C@@H](O)[C@@H](O)C(C)O2)[C@@H](O)[C@H](O)C(CO)O1)c1cc(O)c2C(=O)C=C(c3cc(O)c(O)cc3)Oc2c1","NANPDB","4653","O1C=CCc2ccccc12","O1CCCCC1","O1c2cc(OC3OCCCC3OC4OCCCC4)ccc2CC=C1c5ccccc5",10
"866","O(/C(=C\C(C/C(=C/CO)/C)C)/CC/C=C(/CO)\C)c1c(OC)cc2c(OC(=O)C=C2)c1","NANPDB","2129","O1c2ccccc2C=CC1","O1c2ccccc2C=CC1",NA,12
"867","O(/C=C\1/C(=O)O[C@H]2[C@@H]/1CC=1[C@@H](O)CCC(C)(C)C2=1)[C@@H]1OC(=O)C(C)=C1","NANPDB","2980","O1CC=CC1","O1CCC2CC3=C(CCCC3)C12","O(C=C1COC2C3=C(CCCC3)CC12)C4OCC=C4",157
"868","O(/N=C/1\S[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O2)[C@H](O)C=C\1)C","NANPDB","3573","O1CCCCC1","S1CC=CCC1","O1CCCCC1OC2SCC=CC2",148
"869","O(/N=C/1\S[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO[C@H]3[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O3)O2)[C@H](O)C=C\1)C","NANPDB","3574","O1CCCCC1","S1CC=CCC1","O1CCCCC1OCC2OC(OC3SCC=CC3)CCC2",148
"870","O(C([C@@H](O)CC/C(=C/COc1cc2OC(=O)C=Cc2cc1)/C)(C)C)[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1","NANPDB","4479","O1CCCCC1","O1c2ccccc2C=CC1","O(c1ccc2C=CCOc2c1)CC=CCCCCOC3OCCCC3",148
"871","O(C([C@@H](O)CCC(O)(C=C)C)(C)C)[C@@]1(O)[C@@H](O)C(O)[C@H](O)C(CO)O1","NANPDB","555","O1CCCCC1","O1CCCCC1",NA,148
"872","O(C([C@H](C=C(C)C)C=C)(C)C)C1C(O)C(O)C(O)C(CO)O1","NANPDB","6034","O1CCCCC1","O1CCCCC1",NA,148
"873","O(C(/C=C/CC(O)([C@H](O)CCC(O)(C=C)C)C)(C)C)C","NANPDB","5146","0",NA,NA,8
"874","O(C(C(Oc1c(OC)cc(C=CCO)cc1)CO)c1cc(OC)c(O)cc1)[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1","NANPDB","11","O1CCCCC1","c1ccccc1","O(c1ccccc1)CC(OC2OCCCC2)c3ccccc3",148
"875","O(C(C)(C)[C@H]1C[C@H]2C(C)=CCC[C@]2(C)CC1)[C@H]1[C@H](O)[C@@H](O)[C@H](O)CO1","NANPDB","5752","O1CCCCC1","C1=CC2CCCCC2CC1","O1CCCCC1OCC2CCC3CCC=CC3C2",148
"876","O(C(C)(C)[C@H]1Oc2c(cc3c(OC(=O)C=C3)c2)C1)[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1","NANPDB","4627","O1CCCCC1","O1c2cc3OCCc3cc2C=CC1","O1c2cc3OC(COC4OCCCC4)Cc3cc2C=CC1",148
"877","O(C(C)(C)C)[C@@H]1[C@H]2[C@H](C)C(=O)O[C@@H]2[C@@]2(O)C(C)=CC(=O)C2=C(C)C1","NANPDB","6056","O1CCC2CCC=C3CC=CC3C12","O1CCC2CCC=C3CC=CC3C12",NA,160
"878","O(C(C)(C)C)C(=O)n1c(CC=C(C)C)c(C[C@@H]2N(C(OC(C)(C)C)=O)C(=O)[C@H]3N(C2=O)CCC3)c2c1cccc2","NANPDB","4085","N1CCN2CCCC2C1","c1ccc2[nH]ccc2c1","c1ccc2c(c1)[nH]cc2CC3NCC4N(CCC4)C3",161
"879","O(C(C)(C)C)C(=O)n1c2c(c(C[C@H]3C(=O)N4[C@H](C(=O)N3)CCC4)c1)cccc2","NANPDB","4086","N1CCN2CCCC2C1","c1ccc2[nH]ccc2c1","c1ccc2c(c1)[nH]cc2CC3NCC4N(CCC4)C3",161
"880","O(C(C)(C)C)C(=O)n1c2c(c3c1[C@H](C=C(C)C)N1C(=O)[C@H]4N(C(=O)[C@@H]1C3)CCC4)ccc(OC)c2","NANPDB","4084","c1ccc2c(c1)[nH]c3c2CC4N(C3)CC5N(CCC5)C4","c1ccc2c(c1)[nH]c3c2CC4N(C3)CC5N(CCC5)C4",NA,162
"881","O(C(C)(C)C1C[C@]2([C@@H](C)CC[C@@H](O)C2=C)CC1)C1C(O)C(O)C(O)C(C)O1","NANPDB","5399","O1CCCCC1","C1CCC2(CC1)CCCC2","O1CCCCC1OCC2CCC3(CCCCC3)C2",148
"882","O(C(C)(C)C1C[C@]2([C@@H](C)CC[C@H](O)C2=C)CC1)C1C(O)C(O)C(O)C(C)O1","NANPDB","5400","O1CCCCC1","C1CCC2(CC1)CCCC2","O1CCCCC1OCC2CCC3(CCCCC3)C2",148
"883","O(C(C#N)c1ccccc1)[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1","NANPDB","5720","O1CCCCC1","c1ccccc1","O(Cc1ccccc1)C2OCCCC2",148
"884","O(C(C=C)(C)C)[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O1","NANPDB","4472","O1CCCCC1","O1CCCCC1",NA,148
"885","O(C(C=C)(CC[C@H](O)C(O)(C)C)C)[C@@]1(O)[C@@H](O)C(O)[C@H](O)C(CO)O1","NANPDB","554","O1CCCCC1","O1CCCCC1",NA,148
"886","O(C(C=C)CCCCC)[C@@H]1[C@@H](O)C(O)[C@H](O)C(CO)O1","NANPDB","25","O1CCCCC1","O1CCCCC1",NA,148
"887","O(C(C=C)CCCCC)[C@@H]1[C@@H](O)C(O)[C@H](O)C(CO[C@]2(O)[C@@H](O)C(O)[C@H](O)CO2)O1","NANPDB","27","O1CCCCC1","O1CCCCC1","O1CCCCC1OCC2OCCCC2",148
"888","O(C(C=C)CCCCC)[C@@H]1[C@@H](O)C(O)[C@H](O)C(CO[C@@H]2[C@@H](O)C(O)[C@H](O)C(CO)O2)O1","NANPDB","26","O1CCCCC1","O1CCCCC1","O1CCCCC1OCC2OCCCC2",148
"889","O(C(CC)CC1N(C)C(CC(O)CC)CC=C1)C","NANPDB","1061","C1=CCCNC1","C1=CCCNC1",NA,163
"890","O(C(COCC(OCC(O)C)C)C)CC(O)C","NANPDB","408","0",NA,NA,8
"891","O(C)[C@]1(C)[C@H]2[C@H]([C@](O)(C)CC2)C=C(C(C)C)CC1","NANPDB","3385","C1=CC2CCCC2CCC1","C1=CC2CCCC2CCC1",NA,164
"892","O(C)[C@]1(c2c(O)c3C(=O)c4c(O)cc(C)cc4C(=O)c3cc2)c2c(c(O)cc(C)c2)C(=O)c2c(O)cccc12","EANPD","ASPH_00244","c1ccc2c(c1)Cc3ccccc3C2","c1ccc2c(c1)Cc3ccccc3C2","c1ccc2c(c1)Cc3ccc(cc3C2)C4c5ccccc5Cc6ccccc64",137
"893","O(C)[C@]12NC(=O)C(C)=C1C[C@]1(C)[C@@H](C)CCC(=O)C1C2","NANPDB","6518","C1=C2CC3CCCCC3CC2NC1","C1=C2CC3CCCCC3CC2NC1",NA,165
"894","O(C)[C@]12OC(=O)C(C)=C1C[C@]1(C)[C@@H](C)CC[C@@H](O)C1=C2","NANPDB","6517","O1CC=C2CC3C(=CC12)CCCC3","O1CC=C2CC3C(=CC12)CCCC3",NA,166
"895","O(C)[C@]12OC(=O)C(C)=C1C[C@]1(C)[C@@H](C)CC[C@H]3O[C@@]13C2","NANPDB","6520","O1CC=C2CC3CCCC4OC43CC12","O1CC=C2CC3CCCC4OC43CC12",NA,167
"896","O(C)[C@]12OC(=O)C=C1CC[C@@]1(C)[C@@](O)(C)C(=C)C[C@H]2C1","NANPDB","3961","O1CC=C2CCC3CCCC(C3)C12","O1CC=C2CCC3CCCC(C3)C12",NA,168
"897","O(C)[C@]12OC(=O)C=C1CC[C@@]1(C)C(=C)[C@@](O)(C)C[C@H]2C1","NANPDB","3962","O1CC=C2CCC3CCCC(C3)C12","O1CC=C2CCC3CCCC(C3)C12",NA,168
"898","O(C)[C@@]1([C@H]2NC(=O)SC2)O[C@H]2C[C@@H](OC(=O)/C=C(/C)\CC/C=C\[C@@H](C)CC2)C1","NANPDB","3375","S1CNCC1","O1CC=CCCC=CCCCC2OCCC1C2","O1CC=CCCC=CCCCC2OC(CC1C2)C3NCSC3",28
"899","O(C)[C@@]1(C)[C@H](C)[C@]2(C)C([C@@]3(C)C(C(=C)C2)[C@]2(C)[C@](C)(C4[C@@](C)(CC2)CCC(C)(C)C4)CC3)CC1","EANPD","EUPH_00022","C1CCC2C(C1)CCC3C2CCC4C5CCCCC5CCC43","C1CCC2C(C1)CCC3C2CCC4C5CCCCC5CCC43",NA,169
"900","O(C)[C@@]1(C)[C@H](O)CC/C(/C)=C/[C@@H]2OC(=O)C(C)=C2CC/C(/C)=C/CC1","NANPDB","81","O1CC=C2CCC=CCCCCCCC=CC12","O1CC=C2CCC=CCCCCCCC=CC12",NA,170
"901","O(C)[C@@]1(c2c(O)c3C(=O)c4c(O)cc(C)cc4C(=O)c3cc2)c2c(c(O)cc(C)c2)C(=O)c2c(O)cccc12","EANPD","ASPH_00244_2","c1ccc2c(c1)Cc3ccccc3C2","c1ccc2c(c1)Cc3ccccc3C2","c1ccc2c(c1)Cc3ccc(cc3C2)C4c5ccccc5Cc6ccccc64",137
"902","O(C)[C@@]1(Cc2ccc(O)cc2)C(c2ccc(O)cc2)=C(O)C(=O)O1","NANPDB","4159","c1ccccc1","O1CC=CC1","O1CC=C(c2ccccc2)C1Cc3ccccc3",3
"903","O(C)[C@@]12OC(=O)C(C)=C1[C@@H](O)[C@]1(C)[C@@H](C)CCC[C@]1(O)C2","NANPDB","5740","O1CC=C2CC3CCCCC3CC12","O1CC=C2CC3CCCCC3CC12",NA,171
"904","O(C)[C@@]12OC(=O)C(C)=C1C[C@]1(C)[C@@H](C)CCC[C@]1(O)C2","NANPDB","5723","O1CC=C2CC3CCCCC3CC12","O1CC=C2CC3CCCCC3CC12",NA,171
"905","O(C)[C@@H]1[C@](O)(C)C[C@H]2O[C@@H]([C@@](O)(C)CC1)[C@@H]1[C@@H](C(C)C)CCC(=C)[C@H]21","NANPDB","111","O1C2CCCCCCC1C3CCCCC23","O1C2CCCCCCC1C3CCCCC23",NA,172
"906","O(C)[C@@H]1[C@]2(C)[C@@H](C)CCC[C@]2(O)C[C@]2(OC)OC(=O)C(C)=C12","NANPDB","5724","O1CC=C2CC3CCCCC3CC12","O1CC=C2CC3CCCCC3CC12",NA,171
"907","O(C)[C@@H]1[C@@H]([C@@H]2[C@@H](OC)OCC=3C(=O)c4c(C(=O)C2=3)cccc4)C=2C(=O)c3c(C(=O)C=2CO1)cccc3","EANPD","RUBI_00067","O1CC2=C(Cc3ccccc3C2)CC1","O1CC2=C(Cc3ccccc3C2)CC1","O1CC2=C(Cc3ccccc3C2)C(C1)C4C5=C(COC4)Cc6ccccc6C5",173
"908","O(C)[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)[C@H](CO)O1","NANPDB","4563","O1CCCCC1","O1CCCCC1",NA,148
"909","O(C)[C@@H]1C(C)(C)C2[C@@]3([C@]4(C([C@@]5(C)[C@@](C)([C@@H]([C@@H](C[C@@H](C(C(C)C)=C)CC)C)CC5)CC4)CC2)C3)CC1","NANPDB","3616","C1CCC23CC43CCC5CCCC5C4CCC2C1","C1CCC23CC43CCC5CCCC5C4CCC2C1",NA,156
"910","O(C)[C@@H]1C=2[C@]3(C)[C@H](CO)OC(=O)c4c3c(C(=O)C=2[C@@H]2[C@](C)(C(=O)CC2)C1)oc4","NANPDB","4061","o1cc2c3c1CC4=C(CCC5CCCC45)C3COC2","o1cc2c3c1CC4=C(CCC5CCCC45)C3COC2",NA,174
"911","O(C)[C@@H]1C=C[C@]23[C@@](O)(OCc4c2cc2OCOc2c4)CN(C)[C@H]3C1","NANPDB","200","O1c2cc3c(cc2OC1)C45C=CCCC5NCC4OC3","O1c2cc3c(cc2OC1)C45C=CCCC5NCC4OC3",NA,175
"912","O(C)[C@@H]1C=C[C@]23[C@@H](N(C)C[C@@H]2O[C@@H](C)c2c3cc3OCOc3c2)C1","NANPDB","199","O1c2cc3c(cc2OC1)C45C=CCCC5NCC4OC3","O1c2cc3c(cc2OC1)C45C=CCCC5NCC4OC3",NA,175
"913","O(C)[C@@H]1C=C[C@]23[C@@H](N(C)C[C@@H]2OC(=O)c2c3cc3OCOc3c2)C1","NANPDB","4703","O1c2cc3c(cc2OC1)C45C=CCCC5NCC4OC3","O1c2cc3c(cc2OC1)C45C=CCCC5NCC4OC3",NA,175
"914","O(C)[C@@H]1C=C[C@]23[C@@H](N(C)C[C@@H]2OCc2c3cc3OCOc3c2)C1","NANPDB","4700","O1c2cc3c(cc2OC1)C45C=CCCC5NCC4OC3","O1c2cc3c(cc2OC1)C45C=CCCC5NCC4OC3",NA,175
"915","O(C)[C@@H]1C=C[C@]23c4c(C(O)N(C2C1)CC3)cc(OC)c(OC)c4","NANPDB","4715","c1ccc2c(c1)CN3CCC42C=CCCC34","c1ccc2c(c1)CN3CCC42C=CCCC34",NA,176
"916","O(C)[C@@H]1C=C[C@]23c4c(C(OC)N(C2C1)CC3)cc(OC)c(OC)c4","NANPDB","4714","c1ccc2c(c1)CN3CCC42C=CCCC34","c1ccc2c(c1)CN3CCC42C=CCCC34",NA,176
"917","O(C)[C@@H]1C=C[C@]23c4c(cc(OC)c(O)c4)CN(C2C1)CC3","NANPDB","4710","c1ccc2c(c1)CN3CCC42C=CCCC34","c1ccc2c(c1)CN3CCC42C=CCCC34",NA,176
"918","O(C)[C@@H]1C=C[C@@]23[C@@H](N(Cc4c2cc(OC)c(OC)c4)CC3)C1","NANPDB","4711","c1ccc2c(c1)CN3CCC42C=CCCC34","c1ccc2c(c1)CN3CCC42C=CCCC34",NA,176
"919","O(C)[C@@H]1C=C[C@@]23[C@@H](O)CN([C@H]2C1)Cc1c3cc2OCOc2c1","NANPDB","198","O1c2cc3c(cc2OC1)C45C=CCCC5N(C3)CC4","O1c2cc3c(cc2OC1)C45C=CCCC5N(C3)CC4",NA,177
"920","O(C)[C@@H]1CC(=O)c2c(O)cc(O)cc2CC(=O)O[C@@H](C)CCC1","NANPDB","4099","O1CCc2ccccc2CCCCCCC1","O1CCc2ccccc2CCCCCCC1",NA,178
"921","O(C)[C@@H]1O[C@@H]2[C@]3([C@@H](N(C)C2)C[C@H](OC)C=C3)c2c1cc1OCOc1c2","NANPDB","4701","O1c2cc3c(cc2OC1)C45C=CCCC5NCC4OC3","O1c2cc3c(cc2OC1)C45C=CCCC5NCC4OC3",NA,175
"922","O(C)[C@@H]1O[C@H]2OCC(CCC=C(C)C)[C@H]3[C@H]2C1=CCC=C(C)CC3","NANPDB","2185","O1CC2=CCC=CCCC3CCOC1C23","O1CC2=CCC=CCCC3CCOC1C23",NA,179
"923","O(C)[C@H]1[C@@H]2[C@H](O)[C@@H]3[C@@](O)([C@]4(O)[C@H]5N(CC)C[C@@]6(C)[C@H]([C@@]5([C@@H](O)CC6)[C@@H]3C2)C4)C1","EANPD","RANU_00005","N1CC2CCCC34C1C(CC23)C5CCC6CC5C4C6","N1CC2CCCC34C1C(CC23)C5CCC6CC5C4C6",NA,180
"924","O(C)[C@H]1[C@@H]2O[C@@H]2[C@]23[C@H](N(Cc4c2cc2OCOc2c4)CC3)C1","NANPDB","188","O1c2cc3c(cc2OC1)C45CCN(C3)C5CCC6OC64","O1c2cc3c(cc2OC1)C45CCN(C3)C5CCC6OC64",NA,181
"925","O(C)[C@H]1[C@H]2[C@](C)([C@@]3(C)C([C@@H]4[C@@H](C)[C@H](C)CC[C@]4(C)CC3)=C1)CC[C@H]1C(C)(C)[C@H](O)CC[C@]21C","NANPDB","957","C1=C2C3CCCCC3CCC2C4CCC5CCCCC5C4C1","C1=C2C3CCCCC3CCC2C4CCC5CCCCC5C4C1",NA,182
"926","O(C)[C@H]1[C@H]2[C@](C)([C@@]3(C)C([C@H]4[C@@](C)(CC3)CCC(C)(C)C4)=C1)CC[C@H]1C(C)(C)[C@H](O)CC[C@]21C","NANPDB","994","C1=C2C3CCCCC3CCC2C4CCC5CCCCC5C4C1","C1=C2C3CCCCC3CCC2C4CCC5CCCCC5C4C1",NA,182
"927","O(C)[C@H]1/C=C(/C)\Cc2occ(C)c2C(=O)C[C@H](C)C1","EANPD","BURS_00143","o1ccc2c1CC=CCCCCC2","o1ccc2c1CC=CCCCCC2",NA,183
"928","O(C)[C@H]1C(=C)C(=O)CC2[C@](CO)(C)C[C@@H]2C(=C)CC1","NANPDB","6225","C1CCCC2CCC2CCC1","C1CCCC2CCC2CCC1",NA,184
"929","O(C)[C@H]1C=C[C@]23[C@H](N(Cc4c2cc2OCOc2c4)CC3)C1","NANPDB","187","O1c2cc3c(cc2OC1)C45C=CCCC5N(C3)CC4","O1c2cc3c(cc2OC1)C45C=CCCC5N(C3)CC4",NA,177
"930","O(C)[C@H]1C=C[C@@]23[C@@H](O)CN([C@@H]2C1)Cc1c3cc2OCOc2c1","NANPDB","245","O1c2cc3c(cc2OC1)C45C=CCCC5N(C3)CC4","O1c2cc3c(cc2OC1)C45C=CCCC5N(C3)CC4",NA,177
"931","O(C)[C@H]1C=C[C@@]23c4c([C@@H](O)N(C2C1)CC3)cc1OCOc1c4","NANPDB","241","O1c2cc3c(cc2OC1)C45C=CCCC5N(C3)CC4","O1c2cc3c(cc2OC1)C45C=CCCC5N(C3)CC4",NA,177
"932","O(C)[C@H]1C=C[C@@]23c4c([C@H](O)N(C2C1)CC3)cc1OCOc1c4","NANPDB","242","O1c2cc3c(cc2OC1)C45C=CCCC5N(C3)CC4","O1c2cc3c(cc2OC1)C45C=CCCC5N(C3)CC4",NA,177
"933","O(C)[C@H]1C=CC=2[C@@]3(N(C(=O)C=2)CCc2c3cc3OCOc3c2)C1","NANPDB","2860","O1c2cc3c(cc2OC1)C45C(C=CCC4)=CCN5CC3","O1c2cc3c(cc2OC1)C45C(C=CCC4)=CCN5CC3",NA,185
"934","O(C)[C@H]1C=CC=2[C@@]3(N(CC(OC)c4c3cc(OC)c(O)c4)CC=2)C1","NANPDB","2861","c1ccc2c(c1)CCN3CC=C4C=CCCC423","c1ccc2c(c1)CCN3CC=C4C=CCCC423",NA,186
"935","O(C)[C@H]1C=CC=2[C@@]3(N(CC=2)CCc2c3cc(OC)c(O)c2)C1","NANPDB","2858","c1ccc2c(c1)CCN3CC=C4C=CCCC423","c1ccc2c(c1)CCN3CC=C4C=CCCC423",NA,186
"936","O(C)[C@H]1C=CC=2[C@@]3(N(CC=2)CCc2c3cc(OC)c(OC)c2)C1","NANPDB","2859","c1ccc2c(c1)CCN3CC=C4C=CCCC423","c1ccc2c(c1)CCN3CC=C4C=CCCC423",NA,186
"937","O(C)[C@H]1C=CC=2[C@@]3(N(CC=2)CCc2c3cc3OCOc3c2)C1","NANPDB","2857","O1c2cc3c(cc2OC1)C45C(C=CCC4)=CCN5CC3","O1c2cc3c(cc2OC1)C45C(C=CCC4)=CCN5CC3",NA,185
"938","O(C)[C@H]1C2[C@](C)([C@@]3(C)C(=C1)C1[C@@](C)(CC3)CCC(C)(C)C1)CCC1C(C)(C)[C@@H](O)CC[C@]21C","NANPDB","5942","C1=C2C3CCCCC3CCC2C4CCC5CCCCC5C4C1","C1=C2C3CCCCC3CCC2C4CCC5CCCCC5C4C1",NA,182
"939","O(C)[C@H]1C2[C@](C)([C@@]3(C)C(C4[C@@H](C)[C@H](C)CC[C@]4(C)CC3)=C1)CCC1C(C)(C)[C@@H](O)CC[C@]21C","NANPDB","5943","C1=C2C3CCCCC3CCC2C4CCC5CCCCC5C4C1","C1=C2C3CCCCC3CCC2C4CCC5CCCCC5C4C1",NA,182
"940","O(C)[C@H]1CC(=O)c2c(O)cc(O)cc2CC(=O)O[C@@H](C)CCC1","NANPDB","4098","O1CCc2ccccc2CCCCCCC1","O1CCc2ccccc2CCCCCCC1",NA,178
"941","O(C)[C@H]1O[C@@H]2[C@H](O)C[C@H]3[C@@]1([C@@H]1[C@H]([C@]4(O)[C@@](C)([C@@H](C5=CC(=O)OC5)CC4)CC1)CC3)C2","NANPDB","435","O1CC23CC1CCC3CCC4C5CCCC5CCC42","O1CC=CC1","O1CC=C(C1)C2CCC3C2CCC4C3CCC5CCC6OCC54C6",187
"942","O(C)C=1[C@@H](O)[C@H]2O[C@H]2C(=O)C=1","NANPDB","4978","O1C2CC=CCC12","O1C2CC=CCC12",NA,188
"943","O(C)C=1[C@@H]2[C@@H]([C@H](C2(/C=C/c2ccccc2)OC(=O)C=1)C=1OC(=O)C=C(OC)C=1)c1ccccc1","EANPD","ANNO_00022","O1CC=CC2CCC12","O1C=CC=CC1","O1C(=CC=CC1)C2C(c3ccccc3)C4C=CCOC42C=Cc5ccccc5",189
"944","O(C)C=1[C@H](O)[C@H]2O[C@H]2C(=O)C=1","NANPDB","4979","O1C2CC=CCC12","O1C2CC=CCC12",NA,188
"945","O(C)C=1C([C@H](O)CCC)=C(C)OC(=O)C=1","NANPDB","3278","O1C=CC=CC1","O1C=CC=CC1",NA,190
"946","O(C)C=1C(=O)C(=C)C=C(OC)C=1C(C)C","EANPD","ANNO_00021","C=1C=CCCC1","C=1C=CCCC1",NA,2
"947","O(C)C=1C(=O)C(C2COc3c(ccc(O)c3)C2)=CC(=O)C=1OC","EANPD","LEGU_00510","C1=CCC=CC1","O1c2ccccc2CCC1","O1c2ccccc2CC(C3=CCC=CC3)C1",65
"948","O(C)C=1C(=O)C(CCCCCCCCC/C=C\CCCC)=C(O)C(=O)C=1","EANPD","MYRS_X00001","C1=CCC=CC1","C1=CCC=CC1",NA,65
"949","O(C)C=1C(=O)C(CCCCCCCCCCC)=C(O)C(=O)C=1","NANPDB","3413","C1=CCC=CC1","C1=CCC=CC1",NA,65
"951","O(C)C=1C(=O)C(CCCCCCCCCCC)=C(O)C(=O)C=1","EANPD","MYRS_00199","C1=CCC=CC1","C1=CCC=CC1",NA,65
"953","O(C)C=1C(=O)C(CCCCCCCCCCC)=C(O)C(=O)C=1C","EANPD","MYRS_00021","C1=CCC=CC1","C1=CCC=CC1",NA,65
"954","O(C)C=1C(=O)C=CNC=1","NANPDB","6169","C1=CCC=CN1","C1=CCC=CN1",NA,191
"955","O(C)C=1C(C/C=C/C)=C(C)OC(=O)C=1","NANPDB","3282","O1C=CC=CC1","O1C=CC=CC1",NA,190
"956","O(C)C=1C(CCCC)=C(C)OC(=O)C=1","NANPDB","3276","O1C=CC=CC1","O1C=CC=CC1",NA,190
"957","O(C)C=1C(CCCC)=C(CO)OC(=O)C=1","NANPDB","3277","O1C=CC=CC1","O1C=CC=CC1",NA,190
